,DateTime,Tweet Id,Tweet,Username,Location,content_indo,sentiment
10,2021-12-30 06:48:07+00:00,1.4764449760744817e+18,@PRFMnews Ormas tak berguna makin merajalela di jawa barat semenjak ridwan kamil jadi gubernur,Tatanggasultan,,organisasi masyarakat rajalela jawa barat semenjak ridwan kamil gubernur,Sad
11,2022-12-27 11:13:28+00:00,1.607696158587261e+18,"@FirzaHusain Hebatnya peninggalan Pak Anis dgn beton yg koko itu yach? ,gubenur baru tinggal pembersihan &amp; pemeliharaan aja, mantap pak  @aniesbaswedan",OriszCom,,hebat tinggal anis beton koko ya gubernur tinggal bersih amp pelihara mantap,Happy
12,2022-12-08 10:15:25+00:00,1.6007961821748306e+18,"Ungkapan rasa Terima Kasih Rafli alumni SMKN Jateng yang dibangun oleh Gubernur Jawa Tengah Ganjar Pranowo.

Semangat terus ya Rafli..

#sahabatganjar #ganjarpranowo #ganjar https://t.co/TGsLSoYU7t",Nien1708,,terima kasih rafli alumni jawa bangun gubernur jawa ganjar pranowo semangat ya rafli sahabatganjar ganjarpranowo ganjar,Happy
13,2022-12-01 10:11:05+00:00,1.598258375393149e+18,"Faktanya hasil survei Charta Politika 28 Nov 22 :

1. Ganjar Pranowo 32,6%
2. Anies Baswedan 23,1%
3. Prabowo Subianto 22%

Prabowo blm kampanye. Beda dng Anies cuma 1,1% yg sdh jualan kemana-mana.
Kalau Prabowo sdh kampanye maka Anies akan jadi si bontot permanent lagi  ð¤£ð¤£ð¤£ https://t.co/TgqYOteWzU",aguskuswanto151,,fakta hasil survei cha a politika 28 november 22 1 ganjar pranowo 32 6 2 anies baswedan 23 1 3 prabowo subianto 22 prabowo kampanye beda anies 1 1 jual prabowo kampanye anies sih bontot permanen,Angry
14,2021-04-18 20:11:03+00:00,1.3838757445944648e+18,"@ganjarpranowo Nti bikin lg sambil keliling,Mas @ganjarpranowo pake kaos brtuliskn ""mendelik,tabok""(melihat,tabok),ha ha...kegugu coh",RepublikTumari1,"Cirebon Selatan, Indonesia",bikin keliling mas pakai kaos b uliskn delik tabok lihat tabok gugu coh,Sad
15,2022-12-19 03:02:30+00:00,1.6046734999390986e+18,"Keren emang nih 

@prabowo @gerindra

Prabowo Lebih Baik
Indonesia Terus Maju https://t.co/1lKJzmyGTj",TrisnaDony,,keren nih prabowo indonesia maju,Happy
17,2022-10-08 08:20:55+00:00,1.578661704816554e+18,"@NasDem @aniesbaswedan Pesan saya jangan lagi pake politik identitas saat pilpres , bs hancur negara ini dpt timur tengah",dindras2,,pesan pakai politik identitas pilih presiden hancur negara timur,Angry
18,2020-08-04 10:15:40+00:00,1.2905922289481157e+18,"#MetroHariIni setelah ditemukan ada 40 ASN yang positif Covid-19, Gubernur Jawa Barat Ridwan Kamil meminta gugus tugas penanggulangan Covid-19 di Jawa Barat gencar melakukan tes swab di beberapa instansi kantor pemerintahan, DPRD, dan kejaksaan.
Streaming: https://t.co/jMf6U0vM3x https://t.co/iPifvn8Eyh",Metro_TV,,metrohariini temu 40 aparatur sipil negara positif covid 19 gubernur jawa barat ridwan kamil gugus tugas tanggulang covid 19 jawa barat gencar laku tes swab instansi kantor perintah dewan wakil rakyat daerah jaksa streaming,Happy
19,2022-08-25 16:43:23+00:00,1.5628430882124882e+18,"Menteri BUMN @erickthohir mengatakan Jawa barat merupakan salah satu potensi ekonomi Indonesia. Ia ingin pembangunan MRT, LRT dan Kereta cepat menjadi ekosistem satu kesatuan yg menghubungkan Jakarta - Jawa barat untuk mendorong ekonomi baru.
Luar biasa ...ðð¤©
#BangkitBersamaET https://t.co/HDaTJK9e6w",Retnowonosari,,menteri badan usaha milik negara jawa barat rupa salah potensi ekonomi indonesia bangun l kereta cepat ekosistem hubung jaka a jawa barat dorong ekonomi bangkitbersamaet,Happy
20,2019-04-30 07:14:03+00:00,1.1231233305238774e+18,"Pasangan CaPres dan WaPres nomor urut 01Â Joko Widodo-KH Ma'ruf Amin menang atas Pasangan CaPres dan WaPres nomor urut 02Â Prabowo Subianto-Sandiaga Uno di TPS 32, Cigadung, Kota Bandung TPS tempat Gubernur Jawa Barat M Ridwan Kamil atau Emil. Jokowi lagi!",RositaRahma9,,pasang calon presiden wakil presiden nomor urut 01 joko widodo kh ruf amin menang pasang calon presiden wakil presiden nomor urut 02 prabowo subianto sandiaga uno mungut suara 32 cigadung kota bandung mungut suara gubernur jawa barat ridwan kamil emil jokowi,Angry
21,2022-12-05 04:59:58+00:00,1.599629630130262e+18,"Hebat nih, Erick Thohir menjadi Cawapres pilihan rakyat ð #erickthohir #erickthohirbukanmaen #bumnuntukindonesia #erickthohirsolusirakyat https://t.co/FXMTEOfGae",Kusumadana95,,hebat nih erick thohir calon wakil presiden pilih rakyat erickthohir erickthohirbukanmaen bumnuntukindonesia erickthohirsolusirakyat,Angry
22,2020-10-03 02:48:36+00:00,1.312222992844288e+18,"*Posyandu Keliling Penuhi Layanan Kesehatan Dasar di Zona Merah*
Ketua TP-PKK Provinsi Jawa Barat @ata_lia mengatakan,Posyandu sebagai garda terdepan pelayanan kesehatan dasar masyarakat harus tetap dilakukan di tengah pandemi dengan memperhatikan protokol kesehatan
#ridwankamil https://t.co/MWP9kdhHaJ",RKJ_KabKuningan,,posyandu keliling penuh layan sehat dasar zona merah ketua pakai provinsi jawa barat posyandu garda layan sehat dasar masyarakat laku pandemi perhati protokol sehat ridwan kamil,Happy
23,2022-12-17 07:01:01+00:00,1.6040087473573274e+18,"Erick thohir muncul diakun medsos fifa world cup, sinyala dukungan fifa utk jadi ketua umum pssi
FIFA Endorse Erick #ETKelasDunia https://t.co/GoaH0fxano",hncuxxdocqton,,erick thohir muncul akun media sosial federation of international football association world cup sinyala dukung federation of international football association ketua pssi federation of international football association endorse erick etkelasdunia,Happy
24,2022-11-01 03:15:01+00:00,1.587282033092399e+18,"Pokonya masyarakat bersama pak Ganjar
#ganjarpranowo
#ganjar_pranowo
#ganjarkita
#ganjaruntukindonesia
#sahabatganjar
#relawanganjar
#capres2024
#ganjarpranowofor2024
#GanjarPilihanRakyat
Jawa Barat https://t.co/1sEPRuHycc",GanjarNKRI,"Kota Bandung, Jawa Barat",pokok masyarakat ganjar ganjarpranowo ganjar pranowo ganjarkita ganjaruntukindonesia sahabatganjar relawanganjar capres2024 ganjarpranowofor2024 ganjarpilihanrakyat jawa barat,Angry
25,2022-08-07 04:40:21+00:00,1.5561381526494618e+18,"Assalamualaikum pagi semuanya, Monggo doro @ganjarpranowo @txtdrMagelang @KPAI_official sekolah wajib didik siswa ahklak, jgn tawar2 tegas disiplin, jgn takut masalah di protes, karena ini.. @newIding30 @Mansek_Mangat pak menteri @nadiemmakarim Monggo @poldajateng_ https://t.co/zN5IQCzozh",nadjwanur21,,assalamualaikum pagi monggo doro sekolah wajib didik siswa ahklak tawar tawar disiplin takut protes menteri monggo,Angry
26,2022-06-10 14:48:15+00:00,1.5352726367201116e+18,Semoga Bpk @aniesbaswedan selalu dlm penjagaan Allah SWT dari orang2 yang akan berniat jahat kpd beliau ðð¤²,anna_priyana,Jakarta Barat-Indonesia,moga jaga allah subhanahu wa taala orang orang niat jahat beliau,Sad
27,2022-12-28 07:42:54+00:00,1.6080055542445752e+18,"Kebobrokan Anies Baswedan Tangani Banjir Jakarta Dikuliti Habis-habisan Sama PDI, Sumur Resapan Jadi Sorotan! https://t.co/HhSgyrQbIc",populis_id,,bobrok anies baswedan tangan banjir jaka a kulit habis habis partai demokrasi indonesia sumur resap sorot,Angry
28,2022-11-09 01:27:41+00:00,1.5901541229633495e+18,"Relawan Ganjarist Deltras Jawa Timur pastikan Ganjar Presiden 2024, wong cilik makmur ekonomi bangkit
#ganjarpranowo
#ganjar_pranowo
#ganjarkita
#ganjaruntukindonesia
#sahabatganjar
#GanjaristDeltras
#capres2024
#ganjarpranowofor2024
#GanjarPilihanRakyat https://t.co/QqKaS7M64z",SAGA_Jatim,"Kota Surabaya, Jawa Timur",rawan ganjarist deltras jawa timur ganjar presiden 2024 orang cilik makmur ekonomi bangkit ganjarpranowo ganjar pranowo ganjarkita ganjaruntukindonesia sahabatganjar ganjaristdeltras capres2024 ganjarpranowofor2024 ganjarpilihanrakyat,Angry
29,2022-11-09 01:35:26+00:00,1.5901560726813696e+18,"Kami di Jateng Pasti Selalu Dukung Pak Ganjar. Mantap Pak. 
#ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #capres2024 #ganjarpranowofor2024 #GanjarPilihanRakyat Jawa Tengah https://t.co/kRet04UqDC",PancaPraMahesa,"Semarang, Jawa Tengah",jawa dukung ganjar mantap ganjarpranowo ganjar pranowo ganjarkita ganjaruntukindonesia sahabatganjar relawanganjar capres2024 ganjarpranowofor2024 ganjarpilihanrakyat jawa,Angry
30,2022-12-24 01:49:53+00:00,1.606467164470653e+18,@Sugiant10486974 @FoxacSusantha @MeneerReno69 @yusuf_dumdum @aniesbaswedan Kaciman pret Wan ibul yg ga prnah dapet....,arabkadroen,,kaciman pret wan ibul,Angry
31,2021-06-12 07:28:54+00:00,1.403615275484729e+18,Dari DD untuk Jalan warga desa Cidora. @halimiskandarnu @besthio_arsa @ganjarpranowo @DitAdvokerDP @kemendespdtt @SarifAbdillah10 @pldbanyumasjat1 https://t.co/z3QYWKkNJn,p_sungkowo,,dd jalan warga desa cidora,Sad
32,2019-08-02 03:02:50+00:00,1.1571245700856422e+18,Ketua Umum KOI #ErickThohir bersama legenda tenis ð®ð© #LitaSoegiarto di Booth mini tennis PP Pelti #OlympicMovementInAction https://t.co/tgTxMljf3C,tenis_indonesia,Jakarta Capital Region,ketua koi erickthohir legenda tenis litasoegia o booth mini tennis pp pelti olympicmovementinaction,Happy
33,2022-12-03 07:00:58+00:00,1.598935305318695e+18,"""Dengan rekam jejak pergaulan internasional, background militer yang melekat, serta punya trah seorang ekonom, Prabowo Subianto memiliki cukup kompetensi untuk melakukannya,"" Abdul. https://t.co/iqgqablePH @prabowo #dekade08 #MendingPrabowo #Pilpres2024 #terusmajubersamaprabowo",FannyAeni1,,rekam jejak gaul internasional background militer lekat a trah orang ekonom prabowo subianto milik kompetensi laku abdul dekade08 mendingprabowo pilpres2024 terusmajubersamaprabowo,Happy
34,2022-12-10 07:25:58+00:00,1.6014783148244582e+18,"Para Raja Puji Ganjar

Ganjar Pranowo mendapat pujian dari para raja yang hadir dalam acara malam itu. Politikus berambut putih itu dinilai sbagai kepala daerah yg berkontribusi dan peduli terhadap seni dan budaya.Perdana Menteri Kerajaan Adat Gowa. Andi Bau Malik Barammamase https://t.co/MCt2TPYtKd",lek_brewok,,raja puji ganjar ganjar pranowo puji raja hadir acara malam politikus rambut putih nilai kepala daerah kontribusi peduli hadap seni budaya perdana menteri raja adat gowa andi bau malik barammamase,Sad
35,2018-09-07 02:25:09+00:00,1.0378894769434748e+18,@ababil_NA @Daeng_Info @ProfAndalan Di kabupaten bekasi apalagi pak @ridwankamil  lamaaanya luar biasa padahal cuma urus ktp:(,wahyudiabdullah,,kabupaten bekas lamaaanya urus kartu tanda duduk,Angry
36,2022-12-17 07:00:01+00:00,1.604008495447036e+18,"Founder Football Institute, Budi Setiawan, melihat ada beberapa sosok yang dapat mengisi jabatan Ketum PSSI nantinya, yaitu Erick Thohir.

FIFA Endorse Erick

#ETKelasDunia

https://t.co/dVliewQQIM",Arkanceritanya,,founder football institute budi setiawan lihat sosok isi jabat ketua pssi erick thohir federation of international football association endorse erick etkelasdunia,Happy
37,2022-12-16 22:52:02+00:00,1.603885691590824e+18,"@Agnes_Siswo @ganjarpranowo Dulu saya juga penerima PIP dan bangub waktu sekolah. Tapi yang cekatan itu pihak sekolahnya. Setahu saya sekarang ke kelurahan, terus minta didata sama dinas sosial. Itu udah satu bundle sama PKH dll. Saya dulu juga Bidikmisi didaftar sama sekolah SMA.",Kml_qrt,,terima pip bangub sekolah cekat sekolah lurah data dinas sosial bundle program keluarga harap bidikmisi daftar sekolah,Sad
38,2022-11-24 06:19:09+00:00,1.5956632925966213e+18,"Ganjar memang terbaik
#ganjarpranowo
#ganjar_pranowo
#ganjarkita
#ganjaruntukindonesia
#sahabatganjar
#relawanganjar
#capres2024
#ganjarpranowofor2024
#GanjarPilihanRakyat
#GanjarHebat
#GanjarAmanah
#GanjarBertanggungjawab https://t.co/bRwu00S4lR",SumutVibes,"Sumatera Utara, Indonesia",ganjar ganjarpranowo ganjar pranowo ganjarkita ganjaruntukindonesia sahabatganjar relawanganjar capres2024 ganjarpranowofor2024 ganjarpilihanrakyat ganjarhebat ganjaramanah ganjarbe anggungjawab,Angry
39,2019-02-14 13:51:31+00:00,1.096044267766612e+18,@isari68 @PDemokrat @prabowo @SBYudhoyono @hattarajasa @AgusYudhoyono Ya allah angkat lah penyaki ibuk ANI aamiiiiiiiin,Revolison7,,ya allah angkat saki ibuk ani aamiiiiiiiin,Happy
40,2022-12-10 06:15:32+00:00,1.6014605870362296e+18,"@ganjarpranowo ini perusahaaan rame relokasi ke jateng, emg karna mayoritas warga jateng mau dibayar upah murah, dalam kurung ""trimo ing pandum""",matiolehego,,perusahaaan ramai relokasi jawa mayoritas warga jawa bayar upah murah kurung trimo ing pandum,Sad
41,2018-08-23 06:47:17+00:00,1.0325196280465284e+18,"https://t.co/tbcbTpnaEz

Bakal cawapres Sandiaga Uno menyebut Prabowo Subianto tengah me-rebranding image-nya menjadi 'The New Prabowo'. PPP mempertanyakan maksud perubahan itu.",BangJay72937368,,calon wakil presiden sandiaga uno prabowo subianto me rebranding citra nya the new prabowo ppp mempe anyak maksud ubah,Angry
42,2020-04-28 03:03:50+00:00,1.2549695434971013e+18,Yuk ikuti bincang malam dengan gubernur Jawa Barat @ridwankamil  tentang PSBB dan Sekitar Kita lewat LIve IG @SINDOnews  pukul 20.30 WIB yang dipandu @PungPurwanto #JagaJarak #dirumahaja #Ramadhan https://t.co/V7vYeNsJYZ,SINDOnews,"Jakarta Pusat, DKI Jakarta",yuk bincang malam gubernur jawa barat psbb live instagram 20 30 indonesia barat pandu jagajarak dirumahaja ramadan,Happy
43,2022-05-14 13:33:51+00:00,1.525469443358589e+18,@bambangmulyono2 @setiawanh46 @aniesbaswedan Pencitraan anies hebat piagam segudang rupanya kerjanya selama ini gak ada satupun yg beres.,JulBayur3,,citra anies hebat piagam gudang rupa kerja beres,Happy
44,2022-10-21 06:34:48+00:00,1.583346043458007e+18,"âKami bersama petani hutan lainnya siap memenangkan Prabowo Subianto sebagai Presiden di Pemilu 2024,â ujar Didik. Mending Prabowo https://t.co/GR0RiKhhaP dekade08",rianti_dinar,,tani hutan menang prabowo subianto presiden pilih 2024 didik mending prabowo dekade08,Angry
45,2019-07-05 07:49:53+00:00,1.1470499469037692e+18,Saya baru tahu kalau ternyata Yenny Wahid tahu Pak @prabowo negarawan. ðð   https://t.co/BVO2LgY80L,basoamir,Jakarta Timur,nyata yenny wahid negarawan,Angry
46,2022-12-19 15:48:10+00:00,1.6048661875944612e+18,"@YoutubeILC @prabowo @ganjarpranowo @aniesbaswedan @airlangga_hrt @saiful_mujani  kok hasil surveymu jauuuhh berbeda dg yg real di lapangan , di84y4r ya ? ðð 
https://t.co/cdXX062OS5",DeenAwwalu,,hasil surveymu jauuuhh beda real lapang di84y4r ya,Happy
47,2022-11-21 06:52:05+00:00,1.5945844156231516e+18,"kontribusi Pertamina dalam mengatasi pandemi Cvd 19 raih apresiasi penghargaan 
#EnergiKesehatanUntukMasyarakat 
@Pertamina @KemenBUMN @erickthohir https://t.co/XPFmUkkKqy",AbelleSelvira,,kontribusi pe amina pandemi cvd 19 raih apresiasi harga energikesehatanuntukmasyarakat amina,Happy
48,2022-12-09 01:23:14+00:00,1.6010246390941e+18,Bapak Erick Thohir menyebut jika transformasi berkelanjutan yang dilakukan BRI sejalan dengan tujuan BUMN untuk terus menjadi lokomotif agen pembangunan dengan tujuan menciptakan jutaan lapangan kerja. widih mantap gak sih #TransformasiBRI127 #BRIROMakassar #BRIWatampone https://t.co/UkxB6sArmz,brispot87,,erick thohir transformasi laku bank rakyat indonesia jalan tuju badan usaha milik negara lokomotif agen bangun tuju cipta juta lapang kerja wow mantap sih transformasibri127 briromakassar briwatampone,Happy
49,2021-06-20 01:49:22+00:00,1.4064289317171569e+18,"@PutraWadapi @jokowi @prabowo Sdh gak layak kedua ny ,, yg usung biar ad job .. basi tau",Mastries8,"DKI Jakarta, Indonesia",layak nya usung biar job basi tau,Angry
50,2022-12-07 00:30:01+00:00,1.6002864718897848e+18,"@johanadhi @jokowi @erickthohir @bahlillahadalia @gibran_tweet @kaesangp Jangan CARI MUKA dan ABS gitu @erickthohir @bahlillahadalia...bikin malu dan masyarakat tidak suka klo digaji &amp; diberi tugas negara malah sibuk urusan keluarga presiden. 

Biar EO saja yg urus",wongpinter2019,,cari muka habis malu masyarakat suka gaji amp tugas negara sibuk urus keluarga presiden biar event organizer urus,Angry
51,2019-12-03 07:25:22+00:00,1.20176e+18,@ganjarpranowo Sponsorin dong om sunatan massal,masjohe,Jakarta,sponsorin om sunat massal,Angry
52,2022-07-27 15:49:32+00:00,1.55232028879659e+18,"@nenggusti @HilFachruddin @Just_Ayu_ @Febree17_ @BangDuyTea @suneo138 @glucklich00 @bread_selling @_Qirani__Ayara @ridwankamil Wilujeng sonten juga, Ceu ..!",Amirsiregar13,,selamat sonten mbak,Happy
53,2019-02-17 15:38:21+00:00,1.0971583149268256e+18,@azisqoy_ @ganjarpranowo Ya gak bisa.. itu jangka waktunya sampai 30 th. Selama itu manfaat ekonominya diambil Prabowo. Mending dibagi-bagi ke Rakyat. Katanya mau melaksanakan Ps 33  UUD 45. Kampret pusing,windotoaribowo,,ya jangka 30 manfaat ekonomi ambil prabowo mending rakyat laksana play station 33 undang undang dasar 45 kampret pusing,Angry
54,2022-12-02 15:49:45+00:00,1.5987059932187525e+18,@AyaNayyaya @fitryall @geonations @VikohRofikoh pasti ramai kok #bersamajuara #ridwankamil,ZaynHoroscopo,,ramai bersamajuara ridwan kamil,Happy
55,2022-12-28 12:04:32+00:00,1.6080713983497626e+18,"Ganjar dan Erick Thohir menjadi pilihan terdepan
#PilihanTerbaik
#GanjarETfor2024 https://t.co/NS2BvCGgVa",calistkris,,ganjar erick thohir pilih pilihanterbaik ganjaretfor2024,Angry
56,2022-06-11 06:21:39+00:00,1.5355075350037176e+18,"Jenazah Putra Sulung Ridwan Kamil, Gubernur Jawa Barat saat ini masih berada di Swiss untuk persiapan kepulangan ke tanah air untuk dilakukan Pemakaman Eril

#ridwankamil #gubernurjabar #swiss #Eril 

https://t.co/CqaGcxShwG",id_infosumsel,"Sumatera Selatan, Indonesia",jenazah putra sulung ridwan kamil gubernur jawa barat swiss pulang tanah air laku makam eril ridwan kamil gubernurjabar swiss eril,Happy
57,2022-09-23 19:27:30+00:00,1.573393641300951e+18,@jerryprasetyaaa @gibran_tweet Coba IGnya Ridwan Kamil sbg Gubernur Jawa Barat..,JCLov3Us,,coba ignya ridwan kamil gubernur jawa barat,Angry
58,2022-12-13 02:53:17+00:00,1.6024968537187082e+18,"@KaredokLeunca__ @polrestabandung @kemendagri @mohmahfudmd @ListyoSigitP @ridwankamil Heran banget mak, bisa2 nya pada santuy orang Bandung yg lihat penampakan MEMALUKAN ituð­ð­",dwijaprata,,heran banget mak nya santuy orang bandung lihat malu,Angry
59,2021-12-01 02:35:33+00:00,1.4658721643729428e+18,"Gubernur Jawa Barat Ridwan Kamil melakukan kunjungan kerja ke Kota dan Kabupaten Bogor, Selasa (30/11). #kumparanNews https://t.co/GIpg43DldP",kumparan,,gubernur jawa barat ridwan kamil laku kunjung kerja kota kabupaten bogor selasa 30 11 kumpar news,Angry
60,2021-10-15 03:48:05+00:00,1.4488581890263695e+18,@FerdinandHaean3 @Gerindra @prabowo @Don_dasco 2024 capres abadi pasti rangkul gerimbolan petamburan dan  HTI Terbukti prabowo masih pelihara  si  FZw asli gak pernah percaya capres abadi lho ð²ð¨ð²ð¨,Freddys43589197,,2024 calon presiden abadi rangkul gerimbolan tambur hati bukti prabowo pelihara sih fzw asli percaya calon presiden abadi lo,Angry
61,2022-12-17 06:49:10+00:00,1.6040057662218609e+18,"Pasangan Duet @ganjarpranowo dan @erickthohir Ini adalah telah diskusikan oleh KIB dan Sudah di survei oleh berbagai lembaga capable.

CC @AryaKuntadi @andimapawa @TalkaboutBUMN @KemenBUMN https://t.co/U4Gi2CryXK",BayuGorontalo,"Gorontalo,Indonesia",pasang duet diskusi kib survei lembaga capable cc,Happy
62,2022-12-21 07:19:52+00:00,1.6054630450350408e+18,@YoutubeILC @aniesbaswedan @ganjarpranowo @airlangga_hrt @prabowo Wkkwkwk abal2,MariogaZalo17,,wkkwkwk abal abal,Sad
63,2022-01-21 07:06:52+00:00,1.4844222239687434e+18,"@kkpgoid menetapkan dua kawasan konservasi di Jawa Barat (Jabar) dan di Sumatera Barat (Sumbar) pada awal 2022 ini, dengan total luasan mencapai 44.932,29 hektare.

@jokowi 
@erickthohir
https://t.co/fHjx0FI7Ca",puti_merah,,kawasan konservasi jawa barat jabar sumatra barat sumbar 2022 total luas capai 44 932 29 hektare,Happy
64,2018-12-20 15:11:58+00:00,1.0757707936052676e+18,@ris_ckha @QBAY_suqi @aniesbaswedan @Humas_Jakpro @Dinas_LHdki @DKIJakarta @Fortum @basuki_btp Cebong nyata gobloknya ya..,HerrierMustari,,a um cebong nyata goblok ya,Sad
65,2022-09-07 22:45:22+00:00,1.5676452301026468e+18,@yusuf_dumdum @aniesbaswedan Di INDONESIA agama bkn cm Islamð¤¦,rizky030114,Palembang,indonesia agama islam,Angry
66,2022-11-13 16:53:51+00:00,1.59184e+18,"Pak @ganjarpranowo  
Tolong ini ada rombongan sekolah dari Tegal yang mau jalan jalan tapi supirnya gatau jalan. Gimana ini pak? https://t.co/dJlrtyx5gf",lipatanpipi,dki jakarta,tolong rombong sekolah tegal jalan jalan supirnya tau jalan yx5gf,Sad
67,2022-12-17 05:36:19+00:00,1.60399e+18,@DoankWarto pak ganjar selalu the best lah pokoknya,Sedikit_Keras,"DKI Jakarta, Indonesia",o ganjar the best pokok,Happy
68,2018-10-14 17:01:18+00:00,1.05151831916809e+18,@merdekadotcom @yennywahid aamiin.. 2014 P @jokowi menang di Jatim walaupun dikerubuti olh partai2 besar.. krn Allah SWT mengetahui siapa yg layak pimpin bangsa ini.. @prabowo @sandiuno @DPR_RI @mprgoid @PBNU_164 smg bangsa ini dijauhkan dr kroni2 ORBA yg jelas KKN dan Zalim... aamiin,fyahyab,"Jakarta Selatan, Indonesia",amin 2014 p menang jawa timur kerubut ai2 allah subhanahu wa taala layak pimpin bangsa moga bangsa kroni2 orde kkn zalim amin,Happy
