,DateTime,Tweet Id,Tweet,Username,Location,content_indo,Sentiment
19,2022-12-07 10:48:14+00:00,1.60E+18,Menteri BUMN Erick Thohir memuji kinerja BRI yang berhasil melakukan tranformasi tanpa meninggalkan UMKM yang merupakan core utama bisnisnya. #KinerjaBRIQ3,chocochachaa_,,menteri badan usaha milik negara erick thohir puji kerja bank rakyat indonesia hasil laku tranformasi tinggal usaha mikro rupa core utama bisnis,BAHAGIA
20,2022-12-06 02:37:48+00:00,1.60E+18,"INFO HARI INI , Dalam kunjungannya ke Sesko TNI, Menhan yang didampingi Komandan Sesko TNI Marsda TNI Kusworo, S.E., M.M, juga memberikan sumbangan 170 buku

@prabowo @kemhan_ri
Pertahanan NKRI Kuat 
#KerjaMenhanPrabowo

https://t.co/o5ZriIzxdZ",AnggaraDhiyaz,,info kunjung sesko tentara nasional indonesia menhan damping komandan sesko tentara nasional indonesia marsda tentara nasional indonesia kusworo si e sumbang buku tahan negara republik indonesia kuat,BAHAGIA
21,2022-12-20 01:14:04+00:00,1.61E+18,"Pemilu 2024, Ariza Patria: Prabowo Presiden, Gerindra Menang.

@prabowo

dekade08

mendingprabowo

pilpres2024

terusmajubersamaprabowo",HilawanR,,pilih ariza patria prabowo presiden gerindra menang dekade mendingprabowo pilih presiden terusmajubersamaprabowo,BAHAGIA
22,2019-05-19 14:34:40+00:00,1.13E+18,"@F474R_96 @provjateng @ganjarpranowo @TajYasinMZ @humasjateng @kominfo_jtg @bpt_pwd Skrng masuk kewenangan provinsi @bpt_pwd, kami usulkan untuk diperbaiki total. Sementara ini baru kami pelihara scr rutin. Sabar njih",dpubmckjateng,,masuk wenang provinsi usul total pelihara rutin sabar njih,BAHAGIA
23,2021-08-18 14:35:15+00:00,1.43E+18,"@xvidgmbk @toni_chelsky88 @erickthohir Dah lah, yg enak mah KFC",KurniadiDjap,"Jakarta, Indonesia",enak kentaki fried chicken,BAHAGIA
24,2022-12-19 12:38:31+00:00,1.60E+18,Turut berbahagia atas peluncuran aplikasi keren ini #bersamajuara #ridwankamil https://t.co/wBcKhr6PK5,TrumanDuncan1,,bahagia luncur aplikasi keren,BAHAGIA
25,2022-12-06 06:58:31+00:00,1.60E+18,"https://t.co/puMCfd6sQj
@prabowo @kemhan_ri
Pertahanan NKRI Kuat 
#KerjaMenhanPrabowo",Bastianchandr14,,tahan negara republik indonesia kuat,BAHAGIA
26,2022-12-10 10:51:33+00:00,1.60E+18,"@CahayaAbadi1314 #ganjarpranowo
#ganjar_pranowo
#ganjarkita
#ganjaruntukindonesia
#sahabatganjar
#relawanganjar
#GanjarPilihanJokowi
#ganjarpranowofor2024
#GanjarPilihanRakyat
#GanjarHebat
#GanjarAmanah
#GanjarBertanggungjawab

Setuju, pak Ganjar memang panutan",NkriWalikota,"Kota Mataram, Nusa Tenggara Ba",tuju ganjar panutan,BAHAGIA
27,2020-04-02 04:13:14+00:00,1.25E+18,"Matur Nuwun Pak Tentara nggo himbauaneðð Njeh nyong manut ora bali disit, mugi2 kiye virus cepet ilang seko negoro ikið²ð¨ Amiinnnðð Matur Nuwun Pak @ganjarpranowo, semangat terus njeh pakð¥ð #OraNgapakOraPenak https://t.co/6bqxl8xiim",yeremia_jd,"Purbalingga, Indonesia",matur nuwun tentara himbauane njeh nyong manut bal sit moga kiye virus cepat hilang seko negoro amin matur nuwun semangat njeh,BAHAGIA
28,2022-12-05 15:14:49+00:00,1.60E+18,@nazlaajoow @pertamina @KemenBUMN @erickthohir Mantap banget ya pertamina terus berikan yg terbaik,AmsamsyumCarol,,mantap banget ya pertamina ikan,BAHAGIA
29,2019-10-08 04:50:24+00:00,1.18E+18,"@ridwankamil Yth Pak @ridwankamil mohon bantuannya utk melanjutkan Proyek Jalan Lintas Utara Tertunda ' https://t.co/JGH7YS0on2 demi #STIMULUSEKONOMI #JabarJuara , karena dengan membangun jalan akan memicu pertumbuhan ekonomi, utk pendapatan daerah dan masyarakat Jawa Barat.",jamursehat,,hormat mohon bantu proyek jalan lintas utara tunda bangun jalan picu tumbuh ekonomi daerah masyarakat jawa barat,BAHAGIA
30,2022-12-24 16:45:10+00:00,1.61E+18,"@Simbok_Dharmi @aniesbaswedan @Gerindra Nah.. perhelatannya awal bulan juni, anies smp dipertengahan oktober, @Gerindra kemana aja? Knp ga minta si @aniesbaswedan ?",IbmBudi,,helat juni anies oktober sih,BAHAGIA
31,2022-12-12 09:53:32+00:00,1.60E+18,"Ketika persiapan Ngunduh mantu dan tasyakuran Kaesang - Erina di Pura Mangkunegaran, Erick Thohir menjelaskan Loji Gandrung jadi tempat untuk apresiasi masyarakat dimana kebudayaan serta aset aset sejarah bisa dimanfaatkan. 

@erickthohir 
#BangkitBersamaET https://t.co/cFe54OeV7q",riyadisugeng167,,ngunduh mantu tasyakur kaesang erina pura mangkunegaran erick thohir loji gandrung apresiasi masyarakat budaya aset aset sejarah manfaat,BAHAGIA
32,2019-01-31 12:59:30+00:00,1.09E+18,@MafiaWasit @erickthohir Wkwk sa ae lu mbah,kenyahilda,,wkwk sa mbah,BAHAGIA
33,2019-04-06 22:05:05+00:00,1.11E+18,Ayoo ayoo gaz gaz terus semangatmu wahai para sahabat #PutihkanGBKDanJakarta untuk meraih kemenangan @prabowo @sandiuno,IchwanPS,,ayo ayo gaz gaz semangat sahabat raih menang,BAHAGIA
34,2022-12-19 06:30:34+00:00,1.60E+18,"Pak Ganjar memang teladan bagi rakyat, dicintai rakyat #ganjarpranowo #ganjar_pranowo #ganjarkita #ganjaruntukindonesia #sahabatganjar #relawanganjar #GanjarPilihanJokowi #ganjarpranowofor2024 #GanjarPilihanRakyat #GanjarHebat #GanjarAmanah https://t.co/nl3rKFTktC",KaribGanjarYK,Daerah Istimewa Yogyakarta,ganjar teladan rakyat cinta rakyat,BAHAGIA
35,2022-11-18 17:21:52+00:00,1.59E+18,"@salmandoang @disdik_bandung @RESTABES_BDG Cc. Gubernurnya lgsg @ridwankamil ... 
Mana tau bapak bisa kasih edukasi sedikit pak... ðð¿",van_all_,,cc gubernur langsung tau kasih edukasi,BAHAGIA
36,2020-02-05 18:50:45+00:00,1.23E+18,@elHurryKoRn @jokowi @Kemenag_RI @prabowo @mohmahfudmd Kalau dipulangkan apakah itu artinya para WNI yng gabung dngn ISIS di Suriyah itu awal keberangkatan merek itu diberangkatkan atau berngkat atas kemauan sendiri?,Matinsyarkowi3,,pulang arti warga negara indonesia gabung isis suriyah berangkat merek berangkat berngkat,BAHAGIA
37,2022-12-15 04:56:04+00:00,1.60E+18,@meyyoungg @pertamina @KemenBUMN @erickthohir mantap bgt nih upaya Pertamina untuk hasilkan energi ramah lingkungan,VanessaTiara5,,mantap banget nih upaya pertamina hasil energi ramah lingkung,BAHAGIA
38,2022-08-07 22:54:20+00:00,1.56E+18,"Presiden @jokowi  bersama Menteri dan Kepala Daerah menikmati  CFD di Solo, Minggu (7/8/2022).

Jokowi turut didampingi Menteri Badan BUMN @erickthohir , Gubernur Jawa Tengah @ganjarpranowo,dan Wali Kota Surakarta Gibran Rakabuming Raka.
Salam Olahraga ðªð®ð©
#BangkitBersamaET https://t.co/4L5J7eQebm",Retnowonosari,,presiden menteri kepala daerah nikmat car free day solo minggu jokowi damping menteri badan badan usaha milik negara gubernur jawa wali kota surakarta gibran rakabuming raka salam olahraga,BAHAGIA
39,2019-03-13 06:48:13+00:00,1.11E+18,"@zarazettirazr @Reformasi_Total @OldysSabil @HAchsyid @VinoArdiansyah_ @RyanNandaPutra_ @IntanSyafir_ @AmandaDew_ @HTasyania @NegeriJaya @SuwitoRobby @syarwani_mhd @Beras_Pera @trinugroho162 @vin_ergee @LintankJr @Randu_Mahendra @anblmta @Oping42 @87_Jul4y @DODDI_F @WaktuMenunggu @eliya_mkom @AwakMedanCoy @ArifMaarif6 @kifli127 @diah_soewarno @twit_farid @gareng_nala @La_1r0ne @vlundengan @sayektisri280 @doc_tetty88 @MenangPrabowo02 @senapati_New @Bramtea17 @anggun_ammar @aswhyLaWds @Malw1ka @kebonlada @noeytizen1001 @TimurkotA @EmasPadi @aidilbinkarim @MelayuSejahtera @MuhammadMika031 @RRabrusun @budfizal_12 @bengkeldodo @prabowo Makanya, selalulah kita berdoa sembari tetap berikhtiar sekuat tenaga utk menegakkan yg haq. 
""Ora et Labora"".
Inshaallah, akan diridhoi Allah.
#PrabowoTheNextLeader",mw_abbas,Medan,doa sembari ikhtiar kuat tenaga tegak hak et labora insyaallah diridhoi allah,BAHAGIA
40,2020-03-14 04:35:51+00:00,1.24E+18,"@GunRomli @aniesbaswedan bego lo pelihara, kambing noh lo pelihara buat kurban",Rizaaa15,"Jakarta Selatan, DKI Jakarta",bego pelihara kambing pelihara kurban,BAHAGIA
41,2020-10-08 01:06:25+00:00,1.31E+18,"PPLHI : Selamat bu Atalia menjadi Ketua Kwartir Daerah (Kwarda) Jawa Barat periode 2020 - 2025. Semoga Pramuka Jawa Barat bisa lebih menciptakan tunas-tunas muda berprestasi. 

#pplhiupd
#pplhiupdate_2020 #pramukajawabarat #RKjabarjuara #jabarjuara
@ridwankamil @ataliapr https://t.co/2kQKVLPqMi",HandayanieYayan,,pplhi selamat bu atalia ketua kwartir daerah kwarda jawa barat periode moga pramuka jawa barat cipta tunas tunas muda prestasi,BAHAGIA
42,2020-05-27 15:37:22+00:00,1.27E+18,@ganjarpranowo Pak klo masyarakat Jateng angsal keluar kota mboten?,gesang_gatha,"DKI Jakarta, Indonesia",masyarakat jawa angsal kota,BAHAGIA
43,2018-12-02 04:36:51+00:00,1.07E+18,"Kegiatan Kerja Bakti Bersih Bersih Lingkungan
RW 004 Komplek Menceng Kelurahan Tegal Alur,Kalideres
@Dinas_LHdki @aniesbaswedan @IsnawaAdji @sudinsihjakbar @BeritaJakarta @hariosudiro 
#dinaslhdki 
#WeLoveJakarta 
#JakartaBersih https://t.co/r2TOyBncm3",kalideresbersih,,giat kerja bakti bersih bersih lingkung rukun warga kompleks menceng lurah tegal alur kalideres,BAHAGIA
44,2022-12-16 13:49:38+00:00,1.60E+18,"@bankmandiri WOW, pak Erick Thohir dapet penghargaan!! Selamat ya pak atas penghargaannya , semoga kedepan nya makin Makin sukses untuk transformasi-transformasi lainnya. 
Bank Mandiri pun makin sukses ya ð",EhaHaw,,erick thohir harga selamat ya harga moga nya sukses transformasi transformasi bank mandiri sukses ya,BAHAGIA
45,2022-12-27 10:51:47+00:00,1.61E+18,@bukan_main_ @Aryprasetyo85 @erickthohir Yohanes Anues BAS EDAN alias WANkibul mana berani ucapkqn SELAMAT NATAL !!!!,nie_mans,,yohanes anues bas edan alias wankibul berani ucapkqn selamat natal,BAHAGIA
46,2022-12-27 03:04:10+00:00,1.61E+18,"Erick Thohir mengucapkan Selamat Natal bagi saudara umat Kristiani yang merupakan bentuk toleransi antarumat beragama. Dan pastikan BUMN akan merawat keberagamaan Bangsa Indonesia di bawah payung Bhineka Tunggal Ika. 

@erickthohir
#BangkitBersamaET https://t.co/xwzPVZ1GtG",riyadisugeng167,,erick thohir selamat natal saudara umat kristiani rupa bentuk toleransi antarumat agama badan usaha milik negara rawat agama bangsa indonesia payung bineka tunggal ika,BAHAGIA
47,2022-08-25 23:18:43+00:00,1.56E+18,"Menteri BUMN Erick Thohir menginginkan agar ekosistem transportasi di Jakarta bisa terhubung ke Jawa Barat.
Jakarta telah memiliki  MRT, LRT dan kereta cepat, yang merupakan bagian menyeluruh membangun ekosistem transportasi Jakarta dan Jawa Barat.
@erickthohir
#BangkitBersamaET https://t.co/XcO4gTgbki",Aprilia_wiji,,menteri badan usaha milik negara erick thohir ekosistem transportasi jakarta hubung jawa barat jakarta milik mrt light rail transit kereta cepat rupa bangun ekosistem transportasi jakarta jawa barat,BAHAGIA
48,2018-01-14 02:05:34+00:00,9.52E+17,@VIVAcoid Hebat pak Anies. Maju terus ...,BangPrasetyo5,Semarang,hebat anies maju,BAHAGIA
49,2022-11-18 03:59:04+00:00,1.59E+18,Ketua Umum Partai Gerindra Prabowo Subianto dinilai sebagai sosok pemersatu bangsa. Mending Prabowo https://t.co/T0O5EbQNCA dekade08,Ginasabillaah,,ketua partai gerindra prabowo subianto nilai sosok bangsa mending prabowo dekade,BAHAGIA
50,2022-12-13 05:11:33+00:00,1.60E+18,"@Miduk17 Alangkah indahnya kalo pak Heru jadi wakilnya pak @ganjarpranowo.
iya kan bung",renal07071,"Kota Manado, Sulawesi Utara",alangkah indah heru wakil iya,BAHAGIA
51,2022-08-27 00:53:09+00:00,1.56E+18,"Momentum Muharam, DPD Pplhi Kota Jakarta Barat mengadakan Santunan bagi Yatim Piatu
Kehadiran Pplhi harus bermanfaat bagi masyarakat dan lingkungan hidupnya.
#pplhiupdate_2020
#pplhiupdate_2016
#ridwankamil #pplhiRKRI1 #JabarJuara #IndonesiaJuara https://t.co/6EWcbEUZZE",nursaadah_dini,,momentum muharam dewan wakil daerah pplhi kota jakarta barat santun yatim piatu hadir pplhi manfaat masyarakat lingkung hidup,BAHAGIA
52,2022-12-17 07:00:01+00:00,1.60E+18,Demi apa pak Erick Thohir hebat banget yaaa sampe punya cs pemain top dunia FIFA Endorse Erick #ETKelasDunia https://t.co/IAHCJ21ohf,justmisella,,erick thohir hebat banget ya rekan main top dunia federation of international football association endorse erick,BAHAGIA
53,2022-12-22 02:33:15+00:00,1.61E+18,"Sahabat #Jalancantik #JatengGayeng Pekerjaan Pemeliharaan Rutin Jalan dan Jembatan di Ruas Jalan Balai Pengelolaan Jalan Wilayah Magelang. 
@dpubmckjateng  @provjateng @humasjateng @dprdjatengprov @ganjarpranowo @TajYasinMZ https://t.co/9xu4j51S3r",bpjmagelang,"Magelang, jawa tengah",sahabat kerja pelihara rutin jalan jembatan ruas jalan balai kelola jalan wilayah magelang,BAHAGIA
54,2021-03-01 09:30:23+00:00,1.37E+18,"Terimakasih kepada jajaran @DKIJakarta atas terselenggaranya zoom meeting dgn pengurus ASOPPSI, Insya Allah terjalin kolaborasi yg baik antara @DKIJakarta dgn @OfficialAsoppsi dlm mewujudkan UMKM yg kuat&amp; mandiri
Salam #PewiraUsahaPemula
cc @aniesbaswedan @ArizaPatria @chozin_ID https://t.co/ActY6JJ250",Agusreev,Jakarta Indonesia,terima kasih jajar selenggara zoom meeting urus asoppsi insya allah jalin kolaborasi wujud usaha mikro kuat amp mandiri salam cc,BAHAGIA
55,2022-03-08 03:12:58+00:00,1.50E+18,"Bantuan bagi korban gemba sudah diterima warga Pasaman Barat.
Gubernur @aniesbaswedan mengungkapkan bantuan tersebut bersifat kemanusiaan peduli sesama anak bangsa.

Terima kasih atas kepedulian warga @DKIJakarta &amp; Gubernur Anies Rasyid Baswedan atas bantuannya

@AniesIndonesia https://t.co/h16XAR4iWT",liakurus,"DKI Jakarta, Indonesia",bantu korban gemba terima warga pasaman barat gubernur bantu sifat manusia peduli anak bangsa terima kasih peduli warga amp gubernur anies rasyid baswedan bantu,BAHAGIA
56,2018-12-14 07:44:38+00:00,1.07E+18,"@prabowo Hope you &amp; success team make cut off progress development have been done by President Jokowi, then publishing to all Indonesian citizen.",Poesponegoro1,,hope amp sukses tim make cut off progress development have been done by presiden jokowi then publishing to all indonesia citizen,BAHAGIA
57,2022-11-04 01:53:09+00:00,1.59E+18,"Semoga Pak Ganjar dapat memimpin Indonesia 2024 kelak

Daerah Istimewa Yogyakarta
Ganjar Yogyakarta
#ganjarpranowo
#ganjar_pranowo
#ganjarkita
#ganjaruntukindonesia
#sahabatganjar
#relawanganjar
#capres2024
#ganjarpranowofor2024
#GanjarPilihanRakyat https://t.co/VNT2ge0vXh",kancakenthelgp,,moga ganjar pimpin indonesia kelak daerah istimewa yogyakarta ganjar yogyakarta,BAHAGIA
58,2022-10-24 02:11:40+00:00,1.58E+18,"Ganjar Pranowo semakin didepan

Daerah Istimewa Yogyakarta
Ganjar Yogyakarta
#ganjarpranowo
#ganjar_pranowo
#ganjarkita
#ganjaruntukindonesia
#sahabatganjar
#relawanganjar
#capres2024
#ganjarpranowofor2024
#GanjarPilihanRakyat
#Ganjaristioptimis
#PerjalananGanjarPranowo https://t.co/MTth2sP43U",ganjargayeng,"Yogyakarta, Indonesia",ganjar pranowo daerah istimewa yogyakarta ganjar yogyakarta,BAHAGIA
59,2021-02-09 08:49:15+00:00,1.36E+18,"Kelima kepala daerah yg hadir yakni Gubernur DKI Jakarta Anies Baswedan, Gubernur Jabar Ridwan Kamil, Gubernur Jateng Ganjar Pranowo, Gubernur DI Yogyakarta Sri Sultan Hamengku Buwono X, &amp; Gubernur Bali Wayan Koster #PatuhiPPKMmikro",HanaHanyfa,,kepala daerah hadir gubernur daerah khusus ibukota jakarta anies baswedan gubernur jabar ridwan kamil gubernur jawa ganjar pranowo gubernur yogyakarta sri sultan hamengku buwono x amp gubernur bal wayan koster,BAHAGIA
60,2018-01-01 22:50:09+00:00,9.48E+17,"Jika Partai @Gerindra Pak @prabowo Mas @fadlizon bisa menjadikan Mbak Yenny  @yennywahid sebagai Cagup Jatim, itu ijtihad politik yg super keren.",gus_fuad7093,"Yogyakarta, Indonesia",partai mas mbak yenny cagup jawa timur ijtihad politik super keren,BAHAGIA
61,2020-01-15 12:27:25+00:00,1.22E+18,"Penyuluhan pada kelompok PKK desa dan RT, ttg penyakit tidak menular, gerakan hidup sehat dg pesan germas ""cerdik"" nya
Memahamkan masyarakat, pentingnya hidup sehat
@ganjarpranowo @SumarniGrobogan @dinkesgrobogan @BokGrobogan https://t.co/84Ob6hf4pK",SuminarsihS,,suluh kelompok pakai desa rt sakit tular gera hidup sehat pesan germas cerdik nya paham masyarakat hidup sehat,BAHAGIA
62,2022-12-08 07:02:02+00:00,1.60E+18,"@KalbarGerindra @prabowo @Gerindra Saya percaya Prabowo Subianto bisa mengambil hati masyarakat.

@prabowo @gerindra
Kerja Untuk Bangsa
Indonesia Terus Maju
Lebih Baik Prabowo",BarudinJamal,,percaya prabowo subianto ambil hati masyarakat kerja bangsa indonesia maju prabowo,BAHAGIA
63,2022-12-18 08:15:45+00:00,1.60E+18,"Telkom Indonesia dan Cisco akan menciptakan sinergi costumer experience terbaik untuk pelanggan #DigitalBisa #UntukIndonesiaLebihBaik
@TelkomIndonesia @KemenBUMN @erickthohir https://t.co/ew9U0qOwmr",AnamGaharu,,telkom indonesia cisco cipta sinergi costumer experience langgan,BAHAGIA
64,2022-10-07 04:22:58+00:00,1.58E+18,"Sejumlah Anggota DPR RI ramai-ramai memuji kinerja moncer @erickthohir di Kementerian BUMN.
Mengelola perusahaan negara di tengah kondisi pandemi covid-19 dn berhasil melampaui sejumlah misi, Salah satunya adalah capaian dividen yang tembus melebihi target.

#BangkitBersamaET https://t.co/tGz9tcwxcn",Djantjik,,anggota dewan wakil rakyat ri ramai ramai puji kerja moncer menteri badan usaha milik negara kelola usaha negara kondisi pandemi covid hasil lampau misi salah capai dividen tembus target,BAHAGIA
65,2022-05-27 02:40:46+00:00,1.53E+18,"Erick Thohir Dorong Pengembangan Ekonomi KerakyatanÂ Di Tapanuli Utara Melalui Program PNM Mekaar ð

Menteri BUMN @erickthohir akan terus mendorong dan meningkatkan Program PNM Mekaar hingga mencapai 30.000 nasabah PNM Mekaar di Tapanuli Utara.

#BangkitBersamaET https://t.co/tBujYpZL3S",Lilcomons,,erick thohir dorong kembang ekonomi rakyat tapanuli utara program pnm mekaar menteri badan usaha milik negara dorong tingkat program pnm mekaar capai nasabah pnm mekaar tapanuli utara,BAHAGIA
66,2022-12-18 12:10:27+00:00,1.60E+18,"@J3N1_LY @NgopiLagiYuk @ganjarpranowo @slankdotcom Biasanya yg didukung Slank akan keluar jadi Pemenang.

Note: jangan sampai didoakan si Tomat.",Junz_backup,,dukung slank menang note doa sih tomat,BAHAGIA
67,2022-12-20 02:15:43+00:00,1.61E+18,"@TeddGus @aniesbaswedan Memanfaatkan nama bessr orang lain, dan Hanya cari panggung numpang nama besar Pak Anies..!",purwanto010170,,manfaat nama bessr orang cari panggung tumpang nama anies,BAHAGIA
68,2018-10-19 05:45:59+00:00,1.05E+18,@humasjateng @ganjarpranowo @jeparakabgoid @DisperakimJtg @disporaparjtg @DISPERMADES_JTG @VisitJepara @kominfo_jtg @anakdesaid @KemensosRI Terus dan ramaikan Jateng Gayeng dengan kerja nyata mas @ganjarpranowo,Jo_Onesima,"Semarang, Indonesia",ramai jawa gayeng kerja nyata mas,BAHAGIA
